timestamp,voltage,current,frequency
2024-01-17 16:00:00,222.44,6.19,49.99
2024-01-17 16:02:00,222.04,6.09,49.99
2024-01-17 16:04:00,222.69,5.97,49.99
2024-01-17 16:06:00,222.97,6.01,49.98
2024-01-17 16:08:00,223.48,5.99,49.99
2024-01-17 16:10:00,223.16,6.02,50.0
2024-01-17 16:12:00,223.28,5.99,50.0
2024-01-17 16:14:00,222.52,5.99,50.02
2024-01-17 16:16:00,222.46,6.09,50.03
2024-01-17 16:18:00,222.34,6.06,50.02
2024-01-17 16:20:00,222.39,6.03,50.04
2024-01-17 16:22:00,222.14,6.08,50.03
2024-01-17 16:24:00,222.42,5.98,50.03
2024-01-17 16:26:00,222.63,6.06,50.04
2024-01-17 16:28:00,222.34,6.04,50.04
2024-01-17 16:30:00,222.61,6.12,50.02
2024-01-17 16:32:00,222.5,6.02,50.01
2024-01-17 16:34:00,222.6,6.05,50.0
2024-01-17 16:36:00,222.19,6.08,49.99
2024-01-17 16:38:00,221.94,6.11,49.99
2024-01-17 16:40:00,222.48,6.04,50.01
2024-01-17 16:42:00,222.42,6.11,50.0
2024-01-17 16:44:00,222.19,6.14,50.0
2024-01-17 16:46:00,222.12,6.02,50.01
2024-01-17 16:48:00,221.69,6.13,50.01
2024-01-17 16:50:00,221.76,6.06,50.02
2024-01-17 16:52:00,221.68,6.03,50.03
2024-01-17 16:54:00,221.65,6.16,50.04
2024-01-17 16:56:00,221.77,6.14,50.02
2024-01-17 16:58:00,221.97,6.07,50.02
2024-01-17 17:00:00,221.87,6.12,50.0
2024-01-17 17:02:00,222.04,5.99,50.0
2024-01-17 17:04:00,222.02,6.14,49.99
2024-01-17 17:06:00,222.04,6.0,50.0
2024-01-17 17:08:00,221.57,5.98,49.98
2024-01-17 17:10:00,221.47,6.06,50.0
2024-01-17 17:12:00,222.01,6.13,50.01
2024-01-17 17:14:00,222.73,6.07,50.01
2024-01-17 17:16:00,223.37,5.98,50.02
2024-01-17 17:18:00,223.36,6.1,50.03
2024-01-17 17:20:00,223.3,5.97,50.05
2024-01-17 17:22:00,223.13,6.04,50.04
2024-01-17 17:24:00,223.01,6.09,50.04
2024-01-17 17:26:00,222.74,5.95,50.05
2024-01-17 17:28:00,222.6,6.06,50.05
2024-01-17 17:30:00,222.45,6.08,50.04
2024-01-17 17:32:00,222.5,6.07,50.05
2024-01-17 17:34:00,222.52,5.99,50.06
2024-01-17 17:36:00,222.21,6.02,50.05
2024-01-17 17:38:00,222.14,6.12,50.06
2024-01-17 17:40:00,221.76,6.14,50.07
2024-01-17 17:42:00,221.9,5.95,50.06
2024-01-17 17:44:00,221.91,6.14,50.07
2024-01-17 17:46:00,221.57,5.98,50.07
2024-01-17 17:48:00,221.62,6.01,50.06
2024-01-17 17:50:00,222.36,6.03,50.06
2024-01-17 17:52:00,223.35,6.02,50.05
2024-01-17 17:54:00,223.1,6.05,50.05
2024-01-17 17:56:00,223.06,6.04,50.08
