timestamp,voltage,current,frequency
2024-01-01 00:00:00,223.17,6.03,50.01
2024-01-01 00:02:00,223.71,6.01,50.0
2024-01-01 00:04:00,224.26,6.05,50.0
2024-01-01 00:06:00,224.45,5.99,49.99
2024-01-01 00:08:00,224.53,5.91,49.98
2024-01-01 00:10:00,224.34,5.96,49.98
2024-01-01 00:12:00,224.02,5.95,50.0
2024-01-01 00:14:00,223.94,6.02,49.98
2024-01-01 00:16:00,223.75,6.03,49.97
2024-01-01 00:18:00,223.88,5.99,49.97
2024-01-01 00:20:00,223.67,6.12,49.97
2024-01-01 00:22:00,223.3,6.08,49.95
2024-01-01 00:24:00,223.37,5.93,49.94
2024-01-01 00:26:00,223.44,6.07,49.94
2024-01-01 00:28:00,223.4,6.02,49.93
2024-01-01 00:30:00,223.15,6.01,49.94
2024-01-01 00:32:00,223.27,5.95,49.94
2024-01-01 00:34:00,223.14,6.0,49.95
2024-01-01 00:36:00,223.5,6.08,49.94
2024-01-01 00:38:00,223.39,6.05,49.95
2024-01-01 00:40:00,223.22,6.03,49.94
2024-01-01 00:42:00,222.8,6.08,49.95
2024-01-01 00:44:00,222.78,6.09,49.96
2024-01-01 00:46:00,222.55,6.07,49.97
2024-01-01 00:48:00,222.54,6.13,49.94
2024-01-01 00:50:00,222.83,6.05,49.94
2024-01-01 00:52:00,222.86,5.94,49.94
2024-01-01 00:54:00,222.98,6.11,49.93
2024-01-01 00:56:00,222.7,6.02,49.94
2024-01-01 00:58:00,222.82,6.02,49.95
2024-01-01 01:00:00,222.85,6.09,49.94
2024-01-01 01:02:00,222.73,6.03,49.93
2024-01-01 01:04:00,222.84,6.06,49.93
2024-01-01 01:06:00,222.76,5.97,49.92
2024-01-01 01:08:00,222.64,6.01,49.92
2024-01-01 01:10:00,222.78,6.14,49.92
2024-01-01 01:12:00,222.87,6.04,49.9
2024-01-01 01:14:00,222.86,6.05,49.93
2024-01-01 01:16:00,222.79,6.06,49.93
2024-01-01 01:18:00,222.38,6.11,49.94
