timestamp,voltage,current,frequency
2024-01-26 00:00:00,218.87,6.16,50.01
2024-01-26 00:02:00,218.61,6.17,50.01
2024-01-26 00:04:00,219.33,6.16,50.01
2024-01-26 00:06:00,219.93,6.08,50.02
2024-01-26 00:08:00,220.71,6.13,50.02
2024-01-26 00:10:00,220.61,6.04,50.02
2024-01-26 00:12:00,220.33,6.08,50.02
2024-01-26 00:14:00,220.67,6.07,50.01
2024-01-26 00:16:00,220.98,6.12,50.01
2024-01-26 00:18:00,221.2,6.06,50.0
2024-01-26 00:20:00,221.74,6.06,50.0
2024-01-26 00:22:00,221.75,5.97,50.0
2024-01-26 00:24:00,221.83,6.16,50.0
2024-01-26 00:26:00,221.99,6.08,50.02
2024-01-26 00:28:00,222.34,5.98,50.04
2024-01-26 00:30:00,222.01,6.03,50.02
2024-01-26 00:32:00,222.65,6.11,50.03
2024-01-26 00:34:00,223.01,6.07,50.03
2024-01-26 00:36:00,223.08,6.01,50.02
2024-01-26 00:38:00,222.86,6.16,50.02
2024-01-26 00:40:00,223.21,6.14,50.03
2024-01-26 00:42:00,222.93,6.0,50.03
2024-01-26 00:44:00,223.72,6.1,50.03
2024-01-26 00:46:00,223.65,6.05,50.04
2024-01-26 00:48:00,223.71,5.98,50.03
2024-01-26 00:50:00,223.83,5.97,50.02
2024-01-26 00:52:00,223.84,6.04,50.03
2024-01-26 00:54:00,223.4,5.97,50.04
2024-01-26 00:56:00,223.99,5.97,50.04
2024-01-26 00:58:00,224.18,6.02,50.04
2024-01-26 01:00:00,223.9,6.06,50.03
2024-01-26 01:02:00,223.81,5.97,50.04
2024-01-26 01:04:00,223.68,6.02,50.05
2024-01-26 01:06:00,223.32,6.03,50.04
2024-01-26 01:08:00,223.13,6.1,50.02
2024-01-26 01:10:00,223.22,6.12,50.03
2024-01-26 01:12:00,223.01,5.98,50.01
2024-01-26 01:14:00,223.56,6.01,49.99
2024-01-26 01:16:00,223.2,5.98,49.99
2024-01-26 01:18:00,224.04,6.07,49.99
2024-01-26 01:20:00,224.46,6.1,50.0
2024-01-26 01:22:00,224.96,5.97,49.99
2024-01-26 01:24:00,224.6,6.02,49.96
2024-01-26 01:26:00,225.06,5.97,49.97
2024-01-26 01:28:00,224.58,6.06,49.98
2024-01-26 01:30:00,224.61,6.03,49.97
2024-01-26 01:32:00,224.63,6.06,49.97
2024-01-26 01:34:00,225.16,5.91,49.97
2024-01-26 01:36:00,224.49,6.03,49.96
2024-01-26 01:38:00,224.43,6.05,49.96
2024-01-26 01:40:00,225.41,6.03,49.96
2024-01-26 01:42:00,225.17,5.95,49.97
2024-01-26 01:44:00,224.99,6.05,49.97
2024-01-26 01:46:00,224.96,6.01,49.96
2024-01-26 01:48:00,225.06,6.1,49.97
2024-01-26 01:50:00,225.21,6.04,49.97
2024-01-26 01:52:00,224.87,5.85,49.95
2024-01-26 01:54:00,225.13,6.02,49.95
2024-01-26 01:56:00,225.96,5.98,49.92
2024-01-26 01:58:00,226.22,6.03,49.93
2024-01-26 02:00:00,226.63,5.88,49.93
2024-01-26 02:02:00,226.34,6.0,49.95
2024-01-26 02:04:00,226.21,6.01,49.94
2024-01-26 02:06:00,226.21,5.95,49.96
2024-01-26 02:08:00,225.83,5.99,49.97
2024-01-26 02:10:00,225.15,6.02,49.97
2024-01-26 02:12:00,224.91,6.06,49.99
2024-01-26 02:14:00,225.14,5.98,49.97
2024-01-26 02:16:00,225.2,5.99,49.97
2024-01-26 02:18:00,225.03,5.97,49.97
2024-01-26 02:20:00,224.6,6.06,49.96
2024-01-26 02:22:00,224.64,5.99,49.97
2024-01-26 02:24:00,224.85,6.03,49.96
2024-01-26 02:26:00,224.78,6.08,49.96
2024-01-26 02:28:00,225.15,6.0,49.95
2024-01-26 02:30:00,225.21,5.95,49.96
2024-01-26 02:32:00,224.91,6.03,49.97
2024-01-26 02:34:00,225.06,5.97,49.97
2024-01-26 02:36:00,224.81,5.99,49.97
2024-01-26 02:38:00,224.54,6.04,49.98
2024-01-26 02:40:00,224.91,6.01,49.99
2024-01-26 02:42:00,224.67,6.07,50.0
2024-01-26 02:44:00,224.68,6.02,50.01
2024-01-26 02:46:00,224.92,6.01,50.01
2024-01-26 02:48:00,224.59,6.01,50.0
2024-01-26 02:50:00,224.85,5.91,50.0
2024-01-26 02:52:00,224.75,5.98,50.0
