timestamp,voltage,current,frequency
2024-01-12 02:40:00,216.97,6.19,50.0
2024-01-12 02:42:00,217.17,6.16,50.01
2024-01-12 02:44:00,217.5,6.23,50.01
2024-01-12 02:46:00,217.62,6.24,50.03
2024-01-12 02:48:00,217.8,6.07,50.01
2024-01-12 02:50:00,218.02,6.17,50.0
2024-01-12 02:52:00,218.14,6.09,50.01
2024-01-12 02:54:00,218.35,6.16,50.01
2024-01-12 02:56:00,218.25,6.12,50.02
2024-01-12 02:58:00,218.39,6.16,50.02
2024-01-12 03:00:00,218.62,6.18,50.02
2024-01-12 03:02:00,218.83,6.11,50.02
2024-01-12 03:04:00,219.12,6.05,50.01
2024-01-12 03:06:00,218.89,6.09,50.01
2024-01-12 03:08:00,219.48,6.17,50.0
2024-01-12 03:10:00,219.78,6.1,50.01
2024-01-12 03:12:00,219.44,6.05,50.01
2024-01-12 03:14:00,219.45,6.14,50.03
2024-01-12 03:16:00,219.37,6.1,50.05
2024-01-12 03:18:00,219.37,6.07,50.05
2024-01-12 03:20:00,219.29,6.07,50.06
2024-01-12 03:22:00,219.58,6.05,50.04
2024-01-12 03:24:00,219.55,6.05,50.03
2024-01-12 03:26:00,219.56,6.16,50.04
2024-01-12 03:28:00,219.52,6.17,50.06
2024-01-12 03:30:00,219.69,6.09,50.07
2024-01-12 03:32:00,220.22,6.11,50.08
2024-01-12 03:34:00,219.95,6.0,50.07
2024-01-12 03:36:00,220.02,6.1,50.08
2024-01-12 03:38:00,219.5,6.04,50.09
2024-01-12 03:40:00,219.0,6.11,50.09
2024-01-12 03:42:00,218.77,6.15,50.07
2024-01-12 03:44:00,219.41,6.1,50.07
2024-01-12 03:46:00,220.35,6.02,50.06
2024-01-12 03:48:00,220.85,6.01,50.06
2024-01-12 03:50:00,220.63,6.01,50.07
2024-01-12 03:52:00,220.83,6.08,50.09
2024-01-12 03:54:00,220.56,6.13,50.09
2024-01-12 03:56:00,220.9,6.06,50.08
2024-01-12 03:58:00,220.66,6.08,50.09
2024-01-12 04:00:00,220.67,6.1,50.1
2024-01-12 04:02:00,220.66,6.06,50.11
2024-01-12 04:04:00,220.06,6.01,50.11
2024-01-12 04:06:00,219.73,6.07,50.12
2024-01-12 04:08:00,219.91,6.1,50.12
2024-01-12 04:10:00,219.77,6.15,50.12
2024-01-12 04:12:00,220.11,6.15,50.13
2024-01-12 04:14:00,219.87,6.09,50.13
2024-01-12 04:16:00,219.63,6.19,50.14
2024-01-12 04:18:00,219.59,6.16,50.15
2024-01-12 04:20:00,219.42,6.13,50.14
2024-01-12 04:22:00,219.11,6.14,50.15
2024-01-12 04:24:00,220.05,6.09,50.14
2024-01-12 04:26:00,220.37,6.09,50.13
2024-01-12 04:28:00,220.17,6.09,50.14
2024-01-12 04:30:00,220.32,6.05,50.16
2024-01-12 04:32:00,220.0,6.06,50.17
2024-01-12 04:34:00,220.53,6.11,50.16
2024-01-12 04:36:00,220.56,6.02,50.19
2024-01-12 04:38:00,220.66,6.13,50.18
2024-01-12 04:40:00,221.29,6.05,50.17
2024-01-12 04:42:00,221.4,6.12,50.2
2024-01-12 04:44:00,221.96,6.12,50.19
2024-01-12 04:46:00,221.72,6.02,50.19
2024-01-12 04:48:00,221.05,6.15,50.18
2024-01-12 04:50:00,220.65,6.07,50.16
2024-01-12 04:52:00,220.87,6.03,50.17
2024-01-12 04:54:00,221.2,6.05,50.16
2024-01-12 04:56:00,220.91,6.03,50.16
2024-01-12 04:58:00,220.94,6.01,50.15
2024-01-12 05:00:00,220.99,6.08,50.12
2024-01-12 05:02:00,221.21,6.14,50.12
2024-01-12 05:04:00,220.61,6.05,50.11
2024-01-12 05:06:00,221.03,6.02,50.11
2024-01-12 05:08:00,221.62,6.08,50.11
2024-01-12 05:10:00,221.58,6.12,50.11
2024-01-12 05:12:00,222.23,6.15,50.12
2024-01-12 05:14:00,222.22,6.06,50.11
2024-01-12 05:16:00,222.26,5.98,50.1
2024-01-12 05:18:00,222.54,6.08,50.1
2024-01-12 05:20:00,222.68,6.12,50.1
2024-01-12 05:22:00,222.18,6.09,50.1
2024-01-12 05:24:00,222.45,5.99,50.09
2024-01-12 05:26:00,222.54,6.06,50.08
2024-01-12 05:28:00,223.05,6.04,50.1
2024-01-12 05:30:00,223.35,5.98,50.09
2024-01-12 05:32:00,222.91,6.06,50.09
2024-01-12 05:34:00,223.38,6.06,50.08
2024-01-12 05:36:00,223.22,5.93,50.08
2024-01-12 05:38:00,224.19,6.02,50.08
2024-01-12 05:40:00,224.19,6.03,50.08
2024-01-12 05:42:00,224.4,5.97,50.07
2024-01-12 05:44:00,223.95,6.02,50.06
2024-01-12 05:46:00,224.46,5.99,50.04
2024-01-12 05:48:00,224.06,6.03,50.05
2024-01-12 05:50:00,224.19,5.98,50.04
2024-01-12 05:52:00,223.94,6.05,50.04
2024-01-12 05:54:00,223.79,5.99,50.04
2024-01-12 05:56:00,223.79,6.09,50.04
2024-01-12 05:58:00,223.67,6.01,50.06
2024-01-12 06:00:00,223.96,6.07,50.06
2024-01-12 06:02:00,223.94,6.08,50.05
2024-01-12 06:04:00,224.49,6.05,50.05
2024-01-12 06:06:00,224.22,6.06,50.07
2024-01-12 06:08:00,223.98,5.99,50.06
2024-01-12 06:10:00,224.17,6.01,50.08
2024-01-12 06:12:00,223.63,5.98,50.08
2024-01-12 06:14:00,223.86,6.05,50.08
2024-01-12 06:16:00,223.99,6.03,50.09
2024-01-12 06:18:00,223.79,6.0,50.1
2024-01-12 06:20:00,224.34,5.98,50.1
2024-01-12 06:22:00,224.21,6.04,50.08
2024-01-12 06:24:00,224.09,5.99,50.08
2024-01-12 06:26:00,223.2,6.14,50.05
2024-01-12 06:28:00,223.37,5.97,50.04
2024-01-12 06:30:00,223.42,6.07,50.03
2024-01-12 06:32:00,223.03,5.97,50.03
2024-01-12 06:34:00,222.66,6.11,50.02
2024-01-12 06:36:00,222.85,6.12,50.02
2024-01-12 06:38:00,222.22,6.08,50.02
