timestamp,voltage,current,frequency
2024-01-23 05:20:00,217.49,6.08,49.99
2024-01-23 05:22:00,217.37,6.07,49.98
2024-01-23 05:24:00,216.95,6.14,49.98
2024-01-23 05:26:00,216.99,6.2,49.97
2024-01-23 05:28:00,216.46,6.07,49.98
2024-01-23 05:30:00,216.23,6.17,49.98
2024-01-23 05:32:00,216.73,6.08,49.97
2024-01-23 05:34:00,216.7,6.11,49.95
2024-01-23 05:36:00,217.16,6.1,49.94
2024-01-23 05:38:00,216.76,6.22,49.93
2024-01-23 05:40:00,216.28,6.13,49.93
2024-01-23 05:42:00,216.59,6.21,49.93
2024-01-23 05:44:00,216.4,6.28,49.94
2024-01-23 05:46:00,216.31,6.06,49.93
2024-01-23 05:48:00,215.85,6.14,49.92
2024-01-23 05:50:00,215.77,6.19,49.91
2024-01-23 05:52:00,215.32,6.18,49.91
2024-01-23 05:54:00,215.0,6.23,49.9
2024-01-23 05:56:00,215.0,6.19,49.9
2024-01-23 05:58:00,215.05,6.13,49.9
2024-01-23 06:00:00,215.0,6.25,49.91
2024-01-23 06:02:00,215.46,6.14,49.93
2024-01-23 06:04:00,215.5,6.22,49.93
2024-01-23 06:06:00,215.66,6.13,49.94
2024-01-23 06:08:00,215.78,6.11,49.94
2024-01-23 06:10:00,215.36,6.12,49.95
2024-01-23 06:12:00,215.0,6.13,49.97
2024-01-23 06:14:00,215.0,6.23,49.98
2024-01-23 06:16:00,215.27,6.2,49.98
2024-01-23 06:18:00,215.46,6.18,49.98
2024-01-23 06:20:00,215.37,6.19,50.0
2024-01-23 06:22:00,215.2,6.2,50.01
2024-01-23 06:24:00,215.37,6.21,49.99
2024-01-23 06:26:00,215.43,6.2,50.01
2024-01-23 06:28:00,215.69,6.25,49.99
2024-01-23 06:30:00,215.34,6.21,50.01
2024-01-23 06:32:00,215.27,6.16,49.99
2024-01-23 06:34:00,215.4,6.19,49.99
2024-01-23 06:36:00,215.71,6.18,49.99
2024-01-23 06:38:00,216.03,6.29,49.98
2024-01-23 06:40:00,215.72,6.14,49.99
2024-01-23 06:42:00,215.34,6.17,49.98
2024-01-23 06:44:00,215.89,6.24,49.97
2024-01-23 06:46:00,216.44,6.11,49.97
2024-01-23 06:48:00,216.15,6.16,49.96
2024-01-23 06:50:00,216.73,6.16,49.96
2024-01-23 06:52:00,216.36,6.1,49.96
2024-01-23 06:54:00,216.54,6.16,49.97
2024-01-23 06:56:00,216.59,6.17,49.97
2024-01-23 06:58:00,216.62,6.21,49.98
2024-01-23 07:00:00,216.94,6.2,49.99
2024-01-23 07:02:00,217.23,6.24,49.99
2024-01-23 07:04:00,217.52,6.08,50.0
2024-01-23 07:06:00,217.54,6.2,50.01
2024-01-23 07:08:00,217.82,6.12,50.0
2024-01-23 07:10:00,218.01,6.13,50.01
2024-01-23 07:12:00,217.83,6.1,50.01
2024-01-23 07:14:00,218.01,6.15,50.0
2024-01-23 07:16:00,218.64,6.12,49.98
2024-01-23 07:18:00,218.96,6.12,49.97
2024-01-23 07:20:00,218.9,6.11,49.99
2024-01-23 07:22:00,219.06,6.13,49.99
2024-01-23 07:24:00,219.66,6.15,50.0
2024-01-23 07:26:00,219.76,6.15,50.0
2024-01-23 07:28:00,219.63,6.13,50.02
2024-01-23 07:30:00,219.7,6.17,50.03
2024-01-23 07:32:00,219.9,6.18,50.01
2024-01-23 07:34:00,219.26,6.2,50.01
2024-01-23 07:36:00,219.3,6.2,50.01
2024-01-23 07:38:00,219.89,6.08,50.01
2024-01-23 07:40:00,219.91,6.18,50.01
