timestamp,voltage,current,frequency
2024-01-28 18:40:00,234.82,5.9,50.02
2024-01-28 18:42:00,235.0,5.83,50.02
2024-01-28 18:44:00,235.0,5.84,50.02
2024-01-28 18:46:00,235.0,5.8,50.02
2024-01-28 18:48:00,235.0,5.81,50.02
2024-01-28 18:50:00,235.0,5.75,50.03
2024-01-28 18:52:00,235.0,5.79,50.03
2024-01-28 18:54:00,234.49,5.91,50.03
2024-01-28 18:56:00,235.0,5.79,50.03
2024-01-28 18:58:00,235.0,5.83,50.03
2024-01-28 19:00:00,234.43,5.93,50.03
2024-01-28 19:02:00,235.0,5.78,50.04
2024-01-28 19:04:00,235.0,5.84,50.04
2024-01-28 19:06:00,234.9,5.79,50.04
2024-01-28 19:08:00,234.87,5.78,50.03
2024-01-28 19:10:00,234.62,5.83,50.02
2024-01-28 19:12:00,234.24,5.82,50.0
2024-01-28 19:14:00,234.24,5.82,50.01
2024-01-28 19:16:00,234.36,5.75,50.0
2024-01-28 19:18:00,234.58,5.83,50.0
2024-01-28 19:20:00,234.73,5.85,49.99
2024-01-28 19:22:00,234.04,5.91,49.99
2024-01-28 19:24:00,233.88,5.8,49.99
2024-01-28 19:26:00,234.25,5.74,49.99
2024-01-28 19:28:00,234.83,5.84,50.0
2024-01-28 19:30:00,234.97,5.82,49.99
2024-01-28 19:32:00,234.77,5.84,49.99
2024-01-28 19:34:00,234.87,5.81,50.01
2024-01-28 19:36:00,234.82,5.86,50.01
2024-01-28 19:38:00,234.78,5.74,50.01
2024-01-28 19:40:00,235.0,5.74,50.02
2024-01-28 19:42:00,235.0,5.8,50.03
2024-01-28 19:44:00,235.0,5.83,50.05
2024-01-28 19:46:00,234.46,5.77,50.06
2024-01-28 19:48:00,234.96,5.73,50.07
2024-01-28 19:50:00,234.06,5.85,50.08
2024-01-28 19:52:00,233.8,5.79,50.07
2024-01-28 19:54:00,233.73,5.92,50.08
2024-01-28 19:56:00,234.23,5.8,50.08
2024-01-28 19:58:00,233.86,5.81,50.08
2024-01-28 20:00:00,234.03,5.78,50.07
2024-01-28 20:02:00,234.17,5.81,50.06
2024-01-28 20:04:00,233.87,5.79,50.07
2024-01-28 20:06:00,234.02,5.78,50.06
2024-01-28 20:08:00,233.62,5.81,50.06
2024-01-28 20:10:00,233.31,5.94,50.07
2024-01-28 20:12:00,233.3,5.84,50.05
2024-01-28 20:14:00,232.88,5.91,50.07
2024-01-28 20:16:00,232.1,5.88,50.08
2024-01-28 20:18:00,231.98,5.94,50.09
2024-01-28 20:20:00,232.14,5.84,50.09
2024-01-28 20:22:00,231.98,5.88,50.1
2024-01-28 20:24:00,231.83,5.77,50.09
2024-01-28 20:26:00,231.47,5.81,50.09
2024-01-28 20:28:00,231.76,5.81,50.08
2024-01-28 20:30:00,232.01,5.82,50.07
2024-01-28 20:32:00,232.29,5.85,50.07
2024-01-28 20:34:00,232.22,5.88,50.07
2024-01-28 20:36:00,232.17,5.78,50.08
2024-01-28 20:38:00,232.05,5.9,50.07
2024-01-28 20:40:00,231.94,5.79,50.08
2024-01-28 20:42:00,232.37,5.83,50.07
2024-01-28 20:44:00,232.09,5.82,50.08
2024-01-28 20:46:00,231.91,5.89,50.08
2024-01-28 20:48:00,232.18,5.84,50.09
2024-01-28 20:50:00,232.83,5.76,50.09
2024-01-28 20:52:00,232.8,5.81,50.09
2024-01-28 20:54:00,233.19,5.74,50.07
2024-01-28 20:56:00,233.77,5.81,50.08
2024-01-28 20:58:00,233.4,5.83,50.09
2024-01-28 21:00:00,233.57,5.84,50.07
2024-01-28 21:02:00,233.83,5.82,50.07
2024-01-28 21:04:00,234.06,5.78,50.07
2024-01-28 21:06:00,234.48,5.82,50.07
2024-01-28 21:08:00,234.28,5.83,50.06
2024-01-28 21:10:00,235.0,5.73,50.06
2024-01-28 21:12:00,235.0,5.81,50.06
2024-01-28 21:14:00,235.0,5.83,50.06
2024-01-28 21:16:00,234.77,5.78,50.07
2024-01-28 21:18:00,234.38,5.85,50.07
2024-01-28 21:20:00,234.75,5.78,50.08
2024-01-28 21:22:00,234.9,5.83,50.08
2024-01-28 21:24:00,234.99,5.77,50.06
2024-01-28 21:26:00,234.92,5.86,50.06
2024-01-28 21:28:00,234.81,5.79,50.08
2024-01-28 21:30:00,235.0,5.72,50.08
2024-01-28 21:32:00,234.86,5.77,50.08
2024-01-28 21:34:00,234.66,5.78,50.08
2024-01-28 21:36:00,234.12,5.71,50.09
2024-01-28 21:38:00,234.41,5.83,50.1
2024-01-28 21:40:00,234.35,5.96,50.1
2024-01-28 21:42:00,235.0,5.9,50.1
2024-01-28 21:44:00,234.93,5.8,50.1
2024-01-28 21:46:00,235.0,5.83,50.09
2024-01-28 21:48:00,235.0,5.76,50.06
2024-01-28 21:50:00,234.97,5.74,50.06
2024-01-28 21:52:00,235.0,5.82,50.07
2024-01-28 21:54:00,234.64,5.79,50.08
2024-01-28 21:56:00,234.41,5.72,50.08
2024-01-28 21:58:00,234.22,5.78,50.08
2024-01-28 22:00:00,234.22,5.87,50.07
2024-01-28 22:02:00,235.0,5.73,50.07
2024-01-28 22:04:00,234.7,5.81,50.07
2024-01-28 22:06:00,234.75,5.82,50.08
2024-01-28 22:08:00,234.81,5.87,50.06
2024-01-28 22:10:00,234.04,5.83,50.07
2024-01-28 22:12:00,233.86,5.82,50.08
2024-01-28 22:14:00,234.09,5.8,50.08
2024-01-28 22:16:00,234.36,5.75,50.07
2024-01-28 22:18:00,234.68,5.72,50.06
2024-01-28 22:20:00,234.26,5.86,50.05
2024-01-28 22:22:00,234.53,5.79,50.07
2024-01-28 22:24:00,234.58,5.86,50.07
2024-01-28 22:26:00,234.42,5.81,50.07
2024-01-28 22:28:00,234.26,5.86,50.1
2024-01-28 22:30:00,234.3,5.85,50.1
2024-01-28 22:32:00,233.39,5.86,50.11
2024-01-28 22:34:00,232.95,5.75,50.11
2024-01-28 22:36:00,233.52,5.81,50.11
2024-01-28 22:38:00,234.33,5.86,50.1
2024-01-28 22:40:00,234.08,5.93,50.09
2024-01-28 22:42:00,233.9,5.86,50.09
2024-01-28 22:44:00,234.05,5.83,50.08
2024-01-28 22:46:00,234.48,5.75,50.09
2024-01-28 22:48:00,234.27,5.9,50.08
2024-01-28 22:50:00,234.94,5.78,50.08
2024-01-28 22:52:00,235.0,5.75,50.1
2024-01-28 22:54:00,235.0,5.82,50.11
2024-01-28 22:56:00,234.97,5.76,50.11
2024-01-28 22:58:00,234.27,5.75,50.11
2024-01-28 23:00:00,234.81,5.88,50.11
2024-01-28 23:02:00,234.27,5.83,50.11
2024-01-28 23:04:00,234.25,5.86,50.11
2024-01-28 23:06:00,234.7,5.74,50.1
2024-01-28 23:08:00,235.0,5.88,50.1
2024-01-28 23:10:00,234.99,5.86,50.11
2024-01-28 23:12:00,235.0,5.75,50.12
2024-01-28 23:14:00,234.93,5.73,50.11
2024-01-28 23:16:00,234.72,5.88,50.1
2024-01-28 23:18:00,234.86,5.7,50.11
2024-01-28 23:20:00,234.58,5.83,50.12
2024-01-28 23:22:00,234.8,5.82,50.14
2024-01-28 23:24:00,234.87,5.91,50.14
2024-01-28 23:26:00,234.97,5.85,50.15
2024-01-28 23:28:00,235.0,5.82,50.15
2024-01-28 23:30:00,235.0,5.91,50.15
2024-01-28 23:32:00,235.0,5.86,50.16
2024-01-28 23:34:00,235.0,5.83,50.17
2024-01-28 23:36:00,234.75,5.8,50.16
2024-01-28 23:38:00,234.95,5.82,50.16
2024-01-28 23:40:00,234.68,5.85,50.17
2024-01-28 23:42:00,235.0,5.84,50.16
2024-01-28 23:44:00,234.53,5.82,50.15
2024-01-28 23:46:00,234.27,5.77,50.15
2024-01-28 23:48:00,234.78,5.76,50.14
2024-01-28 23:50:00,234.28,5.73,50.14
2024-01-28 23:52:00,234.35,5.76,50.12
2024-01-28 23:54:00,233.7,5.83,50.13
2024-01-28 23:56:00,233.2,5.8,50.14
2024-01-28 23:58:00,233.12,5.83,50.15
2024-01-29 00:00:00,232.97,5.8,50.15
